LOKI_REPLICAS,WRITE_BATCH_SIZE,WRITE_MSG_PER_SEC,WRITE_REPLICAS,POD,NAME,CPU(cores),MEMORY(bytes)
2,15,2000,1,loki-loki-distributed-ingester-avg,avg-loki,43,641
2,15,2000,1,loki-loki-distributed-querier-avg,avg-loki,2,43
2,15,2000,1,loki-loki-distributed-query-frontend-avg,avg-loki,0,29
2,15,2000,1,minio-avg,avg-loki,4,194
2,15,2000,1,grafana-avg,avg-loki,88,103
2,15,2000,1,write-stress-avg,avg-loki,131,138
2,1,2000,2,loki-loki-distributed-distributor-avg,avg-loki,445,298
2,1,2000,2,loki-loki-distributed-ingester-avg,avg-loki,298,626
2,1,2000,2,loki-loki-distributed-querier-avg,avg-loki,2,43
2,1,2000,2,loki-loki-distributed-query-frontend-avg,avg-loki,0,29
2,1,2000,2,minio-avg,avg-loki,3,214
2,1,2000,2,grafana-avg,avg-loki,92,272
2,1,2000,2,write-stress-avg,avg-loki,213,446
2,3,2000,2,loki-loki-distributed-distributor-avg,avg-loki,406,126
2,3,2000,2,loki-loki-distributed-ingester-avg,avg-loki,314,561
2,3,2000,2,loki-loki-distributed-querier-avg,avg-loki,2,43
2,3,2000,2,loki-loki-distributed-query-frontend-avg,avg-loki,0,30
2,3,2000,2,minio-avg,avg-loki,4,237
2,3,2000,2,grafana-avg,avg-loki,250,311
2,3,2000,2,write-stress-avg,avg-loki,330,417
2,5,2000,2,loki-loki-distributed-distributor-avg,avg-loki,345,116
2,5,2000,2,loki-loki-distributed-ingester-avg,avg-loki,163,562
2,5,2000,2,loki-loki-distributed-querier-avg,avg-loki,2,42
2,5,2000,2,loki-loki-distributed-query-frontend-avg,avg-loki,0,29
2,5,2000,2,minio-avg,avg-loki,1,297
2,5,2000,2,grafana-avg,avg-loki,288,178
2,5,2000,2,write-stress-avg,avg-loki,338,380
2,7,2000,2,loki-loki-distributed-distributor-avg,avg-loki,23,102
2,7,2000,2,loki-loki-distributed-ingester-avg,avg-loki,1,551
2,7,2000,2,loki-loki-distributed-querier-avg,avg-loki,2,42
2,7,2000,2,loki-loki-distributed-query-frontend-avg,avg-loki,0,29
2,7,2000,2,minio-avg,avg-loki,4,340
2,7,2000,2,grafana-avg,avg-loki,4,18
2,7,2000,2,write-stress-avg,avg-loki,,
2,9,2000,2,loki-loki-distributed-distributor-avg,avg-loki,229,80
2,9,2000,2,loki-loki-distributed-ingester-avg,avg-loki,149,352
2,9,2000,2,loki-loki-distributed-querier-avg,avg-loki,2,42
2,9,2000,2,loki-loki-distributed-query-frontend-avg,avg-loki,0,29
2,9,2000,2,minio-avg,avg-loki,2,375
2,9,2000,2,grafana-avg,avg-loki,53,162
2,9,2000,2,write-stress-avg,avg-loki,68,236
2,11,2000,2,loki-loki-distributed-distributor-avg,avg-loki,137,79
2,11,2000,2,loki-loki-distributed-ingester-avg,avg-loki,118,441
2,11,2000,2,loki-loki-distributed-querier-avg,avg-loki,1,42
2,11,2000,2,loki-loki-distributed-query-frontend-avg,avg-loki,0,29
2,11,2000,2,minio-avg,avg-loki,5,446
2,11,2000,2,grafana-avg,avg-loki,91,130
2,11,2000,2,write-stress-avg,avg-loki,149,191
2,13,2000,2,loki-loki-distributed-distributor-avg,avg-loki,154,77
2,13,2000,2,loki-loki-distributed-ingester-avg,avg-loki,90,500
2,13,2000,2,loki-loki-distributed-querier-avg,avg-loki,2,42
2,13,2000,2,loki-loki-distributed-query-frontend-avg,avg-loki,0,28
2,13,2000,2,minio-avg,avg-loki,3,511
2,13,2000,2,grafana-avg,avg-loki,106,124
2,13,2000,2,write-stress-avg,avg-loki,157,185
2,15,2000,2,loki-loki-distributed-distributor-avg,avg-loki,131,77
2,15,2000,2,loki-loki-distributed-ingester-avg,avg-loki,81,698
2,15,2000,2,loki-loki-distributed-querier-avg,avg-loki,2,42
2,15,2000,2,loki-loki-distributed-query-frontend-avg,avg-loki,0,28
2,15,2000,2,minio-avg,avg-loki,6,572
2,15,2000,2,grafana-avg,avg-loki,73,117
2,15,2000,2,write-stress-avg,avg-loki,157,174
2,1,2000,3,loki-loki-distributed-distributor-avg,avg-loki,498,162
2,1,2000,3,loki-loki-distributed-ingester-avg,avg-loki,273,761
2,1,2000,3,loki-loki-distributed-querier-avg,avg-loki,2,42
2,1,2000,3,loki-loki-distributed-query-frontend-avg,avg-loki,0,28
2,1,2000,3,minio-avg,avg-loki,1,623
2,1,2000,3,grafana-avg,avg-loki,158,229
2,1,2000,3,write-stress-avg,avg-loki,297,411
2,3,2000,3,loki-loki-distributed-distributor-avg,avg-loki,487,114
2,3,2000,3,loki-loki-distributed-ingester-avg,avg-loki,332,563
2,3,2000,3,loki-loki-distributed-querier-avg,avg-loki,2,42
2,3,2000,3,loki-loki-distributed-query-frontend-avg,avg-loki,0,28
2,3,2000,3,minio-avg,avg-loki,6,650
2,3,2000,3,grafana-avg,avg-loki,236,272
2,3,2000,3,write-stress-avg,avg-loki,407,439
2,5,2000,3,loki-loki-distributed-distributor-avg,avg-loki,311,110
2,5,2000,3,loki-loki-distributed-ingester-avg,avg-loki,226,474
2,5,2000,3,loki-loki-distributed-querier-avg,avg-loki,2,42
2,5,2000,3,loki-loki-distributed-query-frontend-avg,avg-loki,0,28
2,5,2000,3,minio-avg,avg-loki,2,709
2,5,2000,3,grafana-avg,avg-loki,271,211
2,5,2000,3,write-stress-avg,avg-loki,463,409
2,7,2000,3,loki-loki-distributed-distributor-avg,avg-loki,314,103
2,7,2000,3,loki-loki-distributed-ingester-avg,avg-loki,240,379
2,7,2000,3,loki-loki-distributed-querier-avg,avg-loki,2,42
2,7,2000,3,loki-loki-distributed-query-frontend-avg,avg-loki,0,28
2,7,2000,3,minio-avg,avg-loki,3,764
2,7,2000,3,grafana-avg,avg-loki,386,268
2,7,2000,3,write-stress-avg,avg-loki,388,347
2,9,2000,3,loki-loki-distributed-distributor-avg,avg-loki,13,99
2,9,2000,3,loki-loki-distributed-ingester-avg,avg-loki,22,337
2,9,2000,3,loki-loki-distributed-querier-avg,avg-loki,2,42
2,9,2000,3,loki-loki-distributed-query-frontend-avg,avg-loki,0,28
2,9,2000,3,minio-avg,avg-loki,3,816
2,9,2000,3,grafana-avg,avg-loki,5,19
2,9,2000,3,write-stress-avg,avg-loki,,
2,11,2000,3,loki-loki-distributed-distributor-avg,avg-loki,251,101
2,11,2000,3,loki-loki-distributed-ingester-avg,avg-loki,161,263
2,11,2000,3,loki-loki-distributed-querier-avg,avg-loki,2,42
2,11,2000,3,loki-loki-distributed-query-frontend-avg,avg-loki,0,28
2,11,2000,3,minio-avg,avg-loki,7,854
2,11,2000,3,grafana-avg,avg-loki,82,354
2,11,2000,3,write-stress-avg,avg-loki,131,377
2,13,2000,3,loki-loki-distributed-distributor-avg,avg-loki,211,100
2,13,2000,3,loki-loki-distributed-ingester-avg,avg-loki,145,263
2,13,2000,3,loki-loki-distributed-querier-avg,avg-loki,2,42
2,13,2000,3,loki-loki-distributed-query-frontend-avg,avg-loki,0,28
2,13,2000,3,minio-avg,avg-loki,9,939
2,13,2000,3,grafana-avg,avg-loki,193,179
2,13,2000,3,write-stress-avg,avg-loki,202,245
2,15,2000,3,loki-loki-distributed-distributor-avg,avg-loki,178,99
2,15,2000,3,loki-loki-distributed-ingester-avg,avg-loki,119,264
2,15,2000,3,loki-loki-distributed-querier-avg,avg-loki,2,42
2,15,2000,3,loki-loki-distributed-query-frontend-avg,avg-loki,0,28
2,15,2000,3,minio-avg,avg-loki,5,1021
2,15,2000,3,grafana-avg,avg-loki,229,178
2,15,2000,3,write-stress-avg,avg-loki,189,231
3,1,2000,1,loki-loki-distributed-distributor-avg,avg-loki,341,186
3,1,2000,1,loki-loki-distributed-ingester-avg,avg-loki,245,230
3,1,2000,1,loki-loki-distributed-querier-avg,avg-loki,2,43
3,1,2000,1,loki-loki-distributed-query-frontend-avg,avg-loki,0,32
3,1,2000,1,minio-avg,avg-loki,6,1119
3,1,2000,1,grafana-avg,avg-loki,284,103
3,1,2000,1,write-stress-avg,avg-loki,358,137
3,3,2000,1,loki-loki-distributed-distributor-avg,avg-loki,226,100
3,3,2000,1,loki-loki-distributed-ingester-avg,avg-loki,206,354
3,3,2000,1,loki-loki-distributed-querier-avg,avg-loki,2,42
3,3,2000,1,loki-loki-distributed-query-frontend-avg,avg-loki,0,31
3,3,2000,1,minio-avg,avg-loki,3,1156
3,3,2000,1,grafana-avg,avg-loki,179,101
3,3,2000,1,write-stress-avg,avg-loki,279,135
3,5,2000,1,loki-loki-distributed-distributor-avg,avg-loki,125,99
3,5,2000,1,loki-loki-distributed-ingester-avg,avg-loki,124,506
3,5,2000,1,loki-loki-distributed-querier-avg,avg-loki,2,41
3,5,2000,1,loki-loki-distributed-query-frontend-avg,avg-loki,0,31
3,5,2000,1,minio-avg,avg-loki,8,1211
3,5,2000,1,grafana-avg,avg-loki,144,104
3,5,2000,1,write-stress-avg,avg-loki,211,139
3,7,2000,1,loki-loki-distributed-distributor-avg,avg-loki,84,98
3,7,2000,1,loki-loki-distributed-ingester-avg,avg-loki,79,600
3,7,2000,1,loki-loki-distributed-querier-avg,avg-loki,2,41
3,7,2000,1,loki-loki-distributed-query-frontend-avg,avg-loki,0,30
3,7,2000,1,minio-avg,avg-loki,5,1263
3,7,2000,1,grafana-avg,avg-loki,188,103
3,7,2000,1,write-stress-avg,avg-loki,225,136
3,9,2000,1,loki-loki-distributed-distributor-avg,avg-loki,76,98
3,9,2000,1,loki-loki-distributed-ingester-avg,avg-loki,59,607
3,9,2000,1,loki-loki-distributed-querier-avg,avg-loki,2,41
3,9,2000,1,loki-loki-distributed-query-frontend-avg,avg-loki,0,29
3,9,2000,1,minio-avg,avg-loki,8,1314
3,9,2000,1,grafana-avg,avg-loki,300,105
3,9,2000,1,write-stress-avg,avg-loki,354,140
3,11,2000,1,loki-loki-distributed-distributor-avg,avg-loki,56,98
3,11,2000,1,loki-loki-distributed-ingester-avg,avg-loki,51,635
3,11,2000,1,loki-loki-distributed-querier-avg,avg-loki,2,41
3,11,2000,1,loki-loki-distributed-query-frontend-avg,avg-loki,0,29
3,11,2000,1,minio-avg,avg-loki,8,1370
3,11,2000,1,grafana-avg,avg-loki,99,104
3,11,2000,1,write-stress-avg,avg-loki,146,138
3,13,2000,1,loki-loki-distributed-distributor-avg,avg-loki,43,98
3,13,2000,1,loki-loki-distributed-ingester-avg,avg-loki,60,641
3,13,2000,1,loki-loki-distributed-querier-avg,avg-loki,2,41
3,13,2000,1,loki-loki-distributed-query-frontend-avg,avg-loki,0,29
3,13,2000,1,minio-avg,avg-loki,4,1420
3,13,2000,1,grafana-avg,avg-loki,132,103
3,13,2000,1,write-stress-avg,avg-loki,175,137
3,15,2000,1,loki-loki-distributed-distributor-avg,avg-loki,66,97
3,15,2000,1,loki-loki-distributed-ingester-avg,avg-loki,45,628
3,15,2000,1,loki-loki-distributed-querier-avg,avg-loki,2,41
3,15,2000,1,loki-loki-distributed-query-frontend-avg,avg-loki,0,29
3,15,2000,1,minio-avg,avg-loki,7,1471
3,15,2000,1,grafana-avg,avg-loki,72,103
3,15,2000,1,write-stress-avg,avg-loki,105,138
3,1,2000,2,loki-loki-distributed-distributor-avg,avg-loki,228,98
3,1,2000,2,loki-loki-distributed-ingester-avg,avg-loki,276,609
3,1,2000,2,loki-loki-distributed-querier-avg,avg-loki,2,40
3,1,2000,2,loki-loki-distributed-query-frontend-avg,avg-loki,0,29
3,1,2000,2,minio-avg,avg-loki,5,1513
3,1,2000,2,grafana-avg,avg-loki,248,240
3,1,2000,2,write-stress-avg,avg-loki,369,289
3,3,2000,2,loki-loki-distributed-distributor-avg,avg-loki,279,97
3,3,2000,2,loki-loki-distributed-ingester-avg,avg-loki,259,548
3,3,2000,2,loki-loki-distributed-querier-avg,avg-loki,2,40
3,3,2000,2,loki-loki-distributed-query-frontend-avg,avg-loki,0,29
3,3,2000,2,minio-avg,avg-loki,9,1547
3,3,2000,2,grafana-avg,avg-loki,263,310
3,3,2000,2,write-stress-avg,avg-loki,383,363
3,5,2000,2,loki-loki-distributed-distributor-avg,avg-loki,246,97
3,5,2000,2,loki-loki-distributed-ingester-avg,avg-loki,180,547
3,5,2000,2,loki-loki-distributed-querier-avg,avg-loki,2,40
3,5,2000,2,loki-loki-distributed-query-frontend-avg,avg-loki,0,29
3,5,2000,2,minio-avg,avg-loki,7,1613
3,5,2000,2,grafana-avg,avg-loki,275,274
3,5,2000,2,write-stress-avg,avg-loki,410,359
3,7,2000,2,loki-loki-distributed-distributor-avg,avg-loki,236,96
3,7,2000,2,loki-loki-distributed-ingester-avg,avg-loki,149,551
3,7,2000,2,loki-loki-distributed-querier-avg,avg-loki,2,41
3,7,2000,2,loki-loki-distributed-query-frontend-avg,avg-loki,0,29
3,7,2000,2,minio-avg,avg-loki,5,1688
3,7,2000,2,grafana-avg,avg-loki,313,217
3,7,2000,2,write-stress-avg,avg-loki,311,275
3,9,2000,2,loki-loki-distributed-distributor-avg,avg-loki,175,96
3,9,2000,2,loki-loki-distributed-ingester-avg,avg-loki,127,656
3,9,2000,2,loki-loki-distributed-querier-avg,avg-loki,2,41
3,9,2000,2,loki-loki-distributed-query-frontend-avg,avg-loki,0,29
3,9,2000,2,minio-avg,avg-loki,5,1778
3,9,2000,2,grafana-avg,avg-loki,429,112
3,9,2000,2,write-stress-avg,avg-loki,419,198
3,11,2000,2,loki-loki-distributed-distributor-avg,avg-loki,145,98
3,11,2000,2,loki-loki-distributed-ingester-avg,avg-loki,106,807
3,11,2000,2,loki-loki-distributed-querier-avg,avg-loki,2,41
3,11,2000,2,loki-loki-distributed-query-frontend-avg,avg-loki,0,29
3,11,2000,2,minio-avg,avg-loki,8,1870
3,11,2000,2,grafana-avg,avg-loki,201,127
3,11,2000,2,write-stress-avg,avg-loki,218,171
3,13,2000,2,loki-loki-distributed-distributor-avg,avg-loki,111,97
3,13,2000,2,loki-loki-distributed-ingester-avg,avg-loki,97,916
3,13,2000,2,loki-loki-distributed-querier-avg,avg-loki,3,41
3,13,2000,2,loki-loki-distributed-query-frontend-avg,avg-loki,0,29
3,13,2000,2,minio-avg,avg-loki,14,1972
3,13,2000,2,grafana-avg,avg-loki,82,134
3,13,2000,2,write-stress-avg,avg-loki,146,174
3,15,2000,2,loki-loki-distributed-distributor-avg,avg-loki,95,96
3,15,2000,2,loki-loki-distributed-ingester-avg,avg-loki,101,995
3,15,2000,2,loki-loki-distributed-querier-avg,avg-loki,2,41
3,15,2000,2,loki-loki-distributed-query-frontend-avg,avg-loki,0,29
3,15,2000,2,minio-avg,avg-loki,2,2076
3,15,2000,2,grafana-avg,avg-loki,182,108
3,15,2000,2,write-stress-avg,avg-loki,188,164
3,1,2000,3,loki-loki-distributed-distributor-avg,avg-loki,342,102
3,1,2000,3,loki-loki-distributed-ingester-avg,avg-loki,341,985
3,1,2000,3,loki-loki-distributed-querier-avg,avg-loki,2,41
3,1,2000,3,loki-loki-distributed-query-frontend-avg,avg-loki,0,29
3,1,2000,3,minio-avg,avg-loki,14,2149
3,1,2000,3,grafana-avg,avg-loki,146,246
3,1,2000,3,write-stress-avg,avg-loki,290,370
3,3,2000,3,loki-loki-distributed-distributor-avg,avg-loki,362,103
3,3,2000,3,loki-loki-distributed-ingester-avg,avg-loki,276,791
3,3,2000,3,loki-loki-distributed-querier-avg,avg-loki,2,41
3,3,2000,3,loki-loki-distributed-query-frontend-avg,avg-loki,0,29
3,3,2000,3,minio-avg,avg-loki,5,2184
3,3,2000,3,grafana-avg,avg-loki,355,204
3,3,2000,3,write-stress-avg,avg-loki,480,358
3,5,2000,3,loki-loki-distributed-distributor-avg,avg-loki,284,103
3,5,2000,3,loki-loki-distributed-ingester-avg,avg-loki,211,684
3,5,2000,3,loki-loki-distributed-querier-avg,avg-loki,2,42
3,5,2000,3,loki-loki-distributed-query-frontend-avg,avg-loki,0,29
3,5,2000,3,minio-avg,avg-loki,10,2261
3,5,2000,3,grafana-avg,avg-loki,437,239
3,5,2000,3,write-stress-avg,avg-loki,489,381
3,7,2000,3,loki-loki-distributed-distributor-avg,avg-loki,291,101
3,7,2000,3,loki-loki-distributed-ingester-avg,avg-loki,221,607
3,7,2000,3,loki-loki-distributed-querier-avg,avg-loki,2,41
3,7,2000,3,loki-loki-distributed-query-frontend-avg,avg-loki,0,29
3,7,2000,3,minio-avg,avg-loki,24,2352
3,7,2000,3,grafana-avg,avg-loki,348,260
3,7,2000,3,write-stress-avg,avg-loki,429,372
3,9,2000,3,loki-loki-distributed-distributor-avg,avg-loki,286,100
3,9,2000,3,loki-loki-distributed-ingester-avg,avg-loki,215,604
3,9,2000,3,loki-loki-distributed-querier-avg,avg-loki,2,41
3,9,2000,3,loki-loki-distributed-query-frontend-avg,avg-loki,0,29
3,9,2000,3,minio-avg,avg-loki,6,2456
3,9,2000,3,grafana-avg,avg-loki,308,215
3,9,2000,3,write-stress-avg,avg-loki,347,295
3,11,2000,3,loki-loki-distributed-distributor-avg,avg-loki,224,99
3,11,2000,3,loki-loki-distributed-ingester-avg,avg-loki,174,604
3,11,2000,3,loki-loki-distributed-querier-avg,avg-loki,2,41
3,11,2000,3,loki-loki-distributed-query-frontend-avg,avg-loki,0,29
3,11,2000,3,minio-avg,avg-loki,20,2560
3,11,2000,3,grafana-avg,avg-loki,432,177
3,11,2000,3,write-stress-avg,avg-loki,312,245
3,13,2000,3,loki-loki-distributed-distributor-avg,avg-loki,169,98
3,13,2000,3,loki-loki-distributed-ingester-avg,avg-loki,153,616
3,13,2000,3,loki-loki-distributed-querier-avg,avg-loki,2,41
3,13,2000,3,loki-loki-distributed-query-frontend-avg,avg-loki,0,29
3,13,2000,3,minio-avg,avg-loki,2,2683
3,13,2000,3,grafana-avg,avg-loki,115,175
3,13,2000,3,write-stress-avg,avg-loki,249,228
3,15,2000,3,loki-loki-distributed-distributor-avg,avg-loki,166,97
3,15,2000,3,loki-loki-distributed-ingester-avg,avg-loki,154,728
3,15,2000,3,loki-loki-distributed-querier-avg,avg-loki,2,41
3,15,2000,3,loki-loki-distributed-query-frontend-avg,avg-loki,0,29
3,15,2000,3,minio-avg,avg-loki,21,2822
3,15,2000,3,grafana-avg,avg-loki,143,151
3,15,2000,3,write-stress-avg,avg-loki,191,211
